,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTAG,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,GBA,GBD,GBH,IWA,IWD,IWH,LBA,LBD,LBH,PSA,PSD,PSH,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH,matchID,Season,HomeTeamDay,AwayTeamDay,ones,HomeTeamHomeDay,AwayTeamAwayDay,HW,AW,D,HR,AR,ordinalHR,1_last_HTR,2_last_HTR,3_last_HTR,1_last_ATR,2_last_ATR,3_last_ATR,1_last_HTHR,2_last_HTHR,1_last_ATAR,2_last_ATAR,HTW_rate,ATW_rate,HTD_rate,ATD_rate,7_HTW_rate,12_HTW_rate,7_ATW_rate,12_ATW_rate,7_HTD_rate,12_HTD_rate,7_ATD_rate,12_ATD_rate,5_HTHW_rate,5_ATAW_rate,HTHW_rate,HTHD_rate,ATAW_rate,ATAD_rate,7_HTL_rate,12_HTL_rate,7_ATL_rate,12_ATL_rate,HTL_rate,ATL_rate,HTHL_rate,ATAL_rate
1268,2011-11-27,Swansea,Aston Villa,0,0,D,0,3.4,3.25,2.2,3.1,3.25,2.25,3.4,3.3,2.2,3.1,3.3,2.2,2.9,3.2,2.25,3.0,3.5,2.25,,,,3.2,3.3,2.2,3.3,3.3,2.25,3.4,3.4,2.25,3.2,3.3,2.25,1268,2011,13,13,1,7.0,7.0,0,0,1,D,D,0.5,L,D,W,L,W,D,L,W,L,D,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.2857142857142857,0.25,0.2857142857142857,0.25,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.5,0.6,0.0,0.42857142857142855,0.2857142857142857,0.0,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.46153846153846145,0.3076923076923077,0.2857142857142858,0.4285714285714286
1269,2011-12-03,Tottenham,Bolton,3,0,H,0,12.0,5.0,1.3,12.0,5.0,1.29,10.0,5.25,1.28,10.0,4.75,1.3,7.3,4.5,1.35,10.0,5.5,1.29,,,,10.5,5.0,1.285,9.5,5.0,1.33,12.0,5.0,1.3,9.0,4.8,1.33,1269,2011,13,14,1,6.0,7.0,1,0,0,W,L,1.0,W,W,W,L,L,W,W,W,L,L,0.6923076923076923,0.21428571428571427,0.07692307692307693,0.0,0.8571428571428571,0.75,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.0,0.0,0.8,0.2,0.6666666666666666,0.0,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.23076923076923084,0.7857142857142857,0.33333333333333337,0.7142857142857143
1270,2011-12-03,QPR,West Brom,1,1,D,0,3.25,3.3,2.25,3.25,3.25,2.2,3.15,3.2,2.25,3.2,3.25,2.2,3.0,3.2,2.2,3.2,3.3,2.25,,,,3.1,3.25,2.25,3.3,3.3,2.25,3.4,3.4,2.25,3.2,3.2,2.3,1270,2011,14,14,1,7.0,7.0,0,0,1,D,D,0.5,L,W,L,L,W,L,L,W,L,W,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.25,0.14285714285714285,0.16666666666666666,0.2,0.4,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.5,0.5714285714285714,0.4285714285714286,0.5714285714285714
1271,2011-12-03,Wigan,Arsenal,0,4,A,2,1.57,4.0,6.0,1.57,3.75,6.0,1.53,4.1,5.75,1.55,3.75,6.0,1.52,3.8,5.5,1.57,3.75,6.0,,,,1.55,3.75,6.2,1.57,4.0,6.0,1.57,4.0,6.5,1.57,3.8,6.0,1271,2011,14,14,1,7.0,7.0,0,1,0,L,W,0.0,W,D,L,D,W,W,D,L,W,W,0.14285714285714285,0.5,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.7142857142857143,0.5833333333333334,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.08333333333333333,0.2,0.4,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.7142857142857143,0.7142857142857143,0.1428571428571428,0.1428571428571428,0.6428571428571429,0.3571428571428572,0.5714285714285714,0.5714285714285714
1272,2011-12-03,Man City,Norwich,5,1,H,0,17.0,7.0,1.17,17.0,6.5,1.17,14.0,6.5,1.18,15.0,6.5,1.17,12.0,5.5,1.2,15.0,7.0,1.17,,,,15.0,6.75,1.166,17.0,6.0,1.2,17.0,7.5,1.2,15.0,6.0,1.2,1272,2011,14,14,1,7.0,7.0,1,0,0,W,L,1.0,D,W,W,W,L,L,W,W,L,D,0.7857142857142857,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.8571428571428571,0.8333333333333334,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.25,1.0,0.2,0.8571428571428571,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.4285714285714286,0.4285714285714286,0.0714285714285714,0.4285714285714286,0.1428571428571429,0.5714285714285714
1273,2011-12-03,Blackburn,Swansea,4,2,H,1,3.5,3.4,2.1,3.4,3.25,2.15,3.3,3.3,2.15,3.4,3.25,2.1,3.1,3.3,2.1,3.2,3.4,2.2,,,,3.4,3.3,2.1,3.4,3.3,2.2,3.5,3.4,2.2,3.25,3.25,2.25,1273,2011,14,14,1,7.0,7.0,1,0,0,W,L,1.0,L,D,L,D,L,D,L,L,D,D,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.35714285714285715,0.0,0.08333333333333333,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.42857142857142855,0.4166666666666667,0.2,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.2857142857142858,0.2857142857142858,0.6428571428571429,0.4285714285714286,0.8571428571428572,0.7142857142857143
1274,2011-12-03,Aston Villa,Man United,0,1,A,1,1.73,3.6,5.0,1.62,3.75,5.5,1.7,3.5,5.0,1.7,3.5,5.0,1.75,3.4,4.3,1.67,3.75,5.0,,,,1.65,3.6,5.25,1.62,3.8,5.75,1.7,3.75,5.5,1.75,3.4,5.0,1274,2011,14,14,1,7.0,7.0,0,1,0,L,W,0.0,D,L,W,D,W,W,W,L,W,W,0.21428571428571427,0.6428571428571429,0.5,0.21428571428571427,0.2857142857142857,0.25,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.5,0.2857142857142857,0.25,0.4,0.6,0.42857142857142855,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.1428571428571429,0.2857142857142857,0.1428571428571428,0.2857142857142858,0.1428571428571429
1275,2011-12-03,Newcastle,Chelsea,0,3,A,1,2.1,3.4,3.5,2.1,3.25,3.5,2.1,3.4,3.6,2.0,3.25,3.75,2.05,3.2,3.3,2.0,3.4,3.75,,,,2.0,3.4,3.6,2.05,3.4,3.6,2.1,3.5,3.6,2.15,3.2,3.5,1275,2011,14,14,1,7.0,7.0,0,1,0,L,W,0.0,D,L,W,W,L,W,W,W,W,L,0.5,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.3333333333333333,0.0,0.0,0.8,0.6,0.5714285714285714,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.1428571428571428,0.3571428571428572,0.1428571428571429,0.4285714285714286
1276,2011-12-04,Everton,Stoke,0,1,A,1,5.5,3.6,1.67,5.25,3.6,1.67,5.25,3.4,1.7,5.0,3.5,1.7,4.6,3.5,1.65,5.0,3.5,1.73,,,,5.0,3.5,1.7,5.75,3.6,1.67,5.5,3.6,1.73,5.0,3.5,1.73,1276,2011,13,14,1,7.0,7.0,0,1,0,L,W,0.0,W,W,L,W,L,L,W,L,L,L,0.38461538461538464,0.2857142857142857,0.07692307692307693,0.21428571428571427,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.0,0.08333333333333333,0.0,0.16666666666666666,0.4,0.2,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.5384615384615384,0.5,0.5714285714285714,0.7142857142857143
1277,2011-12-04,Wolves,Sunderland,2,1,H,0,3.0,3.3,2.4,2.88,3.3,2.4,3.1,3.2,2.4,3.0,3.25,2.3,3.1,3.3,2.1,3.0,3.4,2.3,,,,2.9,3.2,2.4,3.1,3.3,2.3,3.12,3.3,2.4,3.0,3.25,2.38,1277,2011,14,14,1,7.0,7.0,1,0,0,W,L,1.0,L,L,W,L,D,L,W,D,L,W,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.35714285714285715,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.42857142857142855,0.3333333333333333,0.2,0.2,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.4285714285714286,0.6428571428571429,0.5,0.5714285714285714,0.5714285714285714
1278,2011-12-05,Fulham,Liverpool,1,0,H,0,2.1,3.4,3.5,2.2,3.2,3.4,2.2,3.3,3.4,2.2,3.25,3.2,2.1,3.2,3.2,2.1,3.4,3.4,,,,2.1,3.3,3.4,2.1,3.3,3.6,2.2,3.4,3.5,2.25,3.2,3.3,1278,2011,14,14,1,7.0,7.0,1,0,0,W,L,1.0,D,D,L,D,W,D,L,L,W,W,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.5,0.2857142857142857,0.4166666666666667,0.5714285714285714,0.3333333333333333,0.2,0.6,0.14285714285714285,0.42857142857142855,0.5714285714285714,0.0,0.4285714285714286,0.4285714285714286,0.0,0.0,0.4285714285714286,0.2142857142857143,0.4285714285714286,0.4285714285714286
1279,2011-12-10,West Brom,Wigan,1,2,A,1,5.25,3.8,1.67,5.25,3.6,1.7,5.5,3.5,1.65,5.0,3.6,1.67,4.4,3.5,1.7,5.0,3.5,1.73,,,,5.25,3.6,1.65,5.5,3.6,1.67,5.5,3.8,1.7,4.8,3.5,1.67,1279,2011,15,15,1,8.0,8.0,0,1,0,L,W,0.0,D,L,W,L,W,D,L,W,W,L,0.26666666666666666,0.13333333333333333,0.2,0.2,0.42857142857142855,0.3333333333333333,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.25,0.14285714285714285,0.08333333333333333,0.4,0.2,0.25,0.125,0.125,0.125,0.4285714285714286,0.4285714285714286,0.7142857142857143,0.7142857142857143,0.5333333333333333,0.6666666666666666,0.625,0.75
1280,2011-12-10,Swansea,Fulham,2,0,H,0,2.75,3.25,2.63,2.7,3.3,2.6,2.8,3.2,2.5,2.65,3.2,2.55,2.7,3.2,2.4,2.8,3.25,2.5,,,,2.625,3.25,2.6,2.75,3.25,2.6,2.88,3.25,2.62,2.7,3.1,2.5,1280,2011,15,15,1,8.0,8.0,1,0,0,W,L,1.0,L,D,L,W,D,D,D,L,D,D,0.2,0.2,0.3333333333333333,0.4,0.14285714285714285,0.25,0.2857142857142857,0.25,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.4166666666666667,0.6,0.2,0.375,0.375,0.125,0.375,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4285714285714286,0.4666666666666667,0.3999999999999999,0.25,0.5
1281,2011-12-10,Norwich,Newcastle,4,2,H,1,2.88,3.4,2.4,2.8,3.4,2.45,2.75,3.25,2.5,2.75,3.4,2.4,2.7,3.2,2.4,2.9,3.3,2.38,,,,2.75,3.3,2.45,2.88,3.3,2.5,3.0,3.4,2.4,2.7,3.3,2.38,1281,2011,15,15,1,8.0,8.0,1,0,0,W,L,1.0,L,W,L,L,D,L,W,L,D,L,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.5,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.6,0.4,0.375,0.25,0.375,0.375,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.4666666666666667,0.19999999999999996,0.375,0.25
1282,2011-12-10,Man United,Wolves,4,1,H,0,15.0,6.0,1.22,13.0,6.0,1.22,13.0,5.75,1.22,12.0,6.0,1.22,12.0,5.4,1.22,13.0,6.0,1.22,,,,15.0,6.0,1.2,15.0,6.5,1.2,15.0,6.5,1.25,11.0,6.0,1.2,1282,2011,15,15,1,8.0,8.0,1,0,0,W,L,1.0,W,D,W,W,L,L,D,W,L,L,0.6666666666666666,0.26666666666666666,0.2,0.13333333333333333,0.5714285714285714,0.6666666666666666,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.25,0.14285714285714285,0.16666666666666666,0.6,0.0,0.625,0.125,0.125,0.125,0.1428571428571429,0.1428571428571429,0.5714285714285714,0.5714285714285714,0.1333333333333333,0.6,0.25,0.75
1283,2011-12-10,Bolton,Aston Villa,1,2,A,2,2.88,3.3,2.5,2.9,3.2,2.5,2.8,3.15,2.5,2.75,3.2,2.5,2.7,3.2,2.4,2.6,3.4,2.6,,,,2.7,3.3,2.5,2.88,3.3,2.5,3.0,3.3,2.5,2.7,3.2,2.4,1283,2011,15,15,1,8.0,8.0,0,1,0,L,W,0.0,L,L,L,L,D,L,L,W,D,L,0.2,0.2,0.0,0.4666666666666667,0.2857142857142857,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.0,0.0,0.2857142857142857,0.5,0.2,0.0,0.125,0.0,0.0,0.625,0.7142857142857143,0.7142857142857143,0.5714285714285714,0.5714285714285714,0.8,0.33333333333333326,0.875,0.375
1284,2011-12-10,Arsenal,Everton,1,0,H,0,6.5,4.0,1.53,7.0,3.8,1.53,7.0,4.0,1.53,6.0,3.6,1.57,5.4,3.7,1.55,7.0,3.75,1.53,,,,6.25,3.75,1.55,6.0,4.0,1.57,6.5,4.2,1.57,5.5,3.8,1.53,1284,2011,15,14,1,8.0,7.0,1,0,0,W,L,1.0,W,D,W,L,W,W,D,W,W,L,0.5333333333333333,0.35714285714285715,0.13333333333333333,0.07142857142857142,0.8571428571428571,0.6666666666666666,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.08333333333333333,0.0,0.08333333333333333,0.8,0.4,0.625,0.125,0.42857142857142855,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.33333333333333337,0.5714285714285714,0.25,0.5714285714285714
1285,2011-12-10,Liverpool,QPR,1,0,H,0,10.0,5.0,1.33,10.0,4.75,1.33,11.0,4.75,1.3,9.0,4.75,1.33,7.8,4.6,1.33,11.0,4.5,1.33,,,,9.5,5.0,1.3,10.0,4.75,1.33,12.0,5.5,1.3,9.5,4.5,1.3,1285,2011,15,15,1,8.0,8.0,1,0,0,W,L,1.0,L,D,W,D,L,W,D,D,L,W,0.4,0.26666666666666666,0.3333333333333333,0.26666666666666666,0.2857142857142857,0.4166666666666667,0.2857142857142857,0.25,0.5714285714285714,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.2,0.4,0.25,0.625,0.375,0.0,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.2666666666666666,0.4666666666666667,0.125,0.625
1286,2011-12-11,Stoke,Tottenham,2,1,H,0,2.0,3.5,3.75,2.05,3.3,3.75,2.0,3.5,3.8,2.0,3.25,3.75,2.0,3.3,3.3,2.1,3.4,3.4,,,,2.0,3.4,3.6,2.05,3.4,3.6,2.1,3.5,3.75,2.0,3.3,3.4,1286,2011,15,14,1,8.0,8.0,1,0,0,W,L,1.0,W,W,L,W,W,W,W,L,W,W,0.3333333333333333,0.7142857142857143,0.2,0.07142857142857142,0.42857142857142855,0.4166666666666667,0.8571428571428571,0.8333333333333334,0.0,0.08333333333333333,0.14285714285714285,0.08333333333333333,0.4,0.8,0.375,0.25,0.625,0.125,0.5714285714285714,0.5714285714285714,0.0,0.0,0.4666666666666667,0.2142857142857143,0.375,0.25
1287,2011-12-11,Sunderland,Blackburn,2,1,H,1,4.5,3.5,1.83,4.2,3.4,1.91,4.6,3.5,1.83,4.0,3.3,1.9,3.6,3.3,1.95,4.0,3.4,1.91,,,,4.2,3.4,1.85,4.0,3.5,1.91,4.5,3.6,1.91,4.0,3.3,1.83,1287,2011,15,15,1,8.0,8.0,1,0,0,W,L,1.0,L,L,D,W,L,D,L,D,L,D,0.13333333333333333,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.2,0.0,0.125,0.375,0.0,0.5,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.5333333333333333,0.6,0.5,0.5
1288,2011-12-12,Chelsea,Man City,2,1,H,1,3.0,3.3,2.4,2.8,3.3,2.5,2.8,3.5,2.45,2.8,3.3,2.4,2.8,3.2,2.3,2.88,3.3,2.4,,,,2.875,3.3,2.375,2.88,3.3,2.5,3.0,3.5,2.4,2.75,3.2,2.38,1288,2011,15,15,1,8.0,8.0,1,0,0,W,L,1.0,W,W,L,W,D,W,W,L,D,W,0.6,0.8,0.06666666666666667,0.13333333333333333,0.5714285714285714,0.6666666666666666,0.8571428571428571,0.8333333333333334,0.0,0.0,0.14285714285714285,0.16666666666666666,0.6,0.6,0.625,0.0,0.625,0.25,0.4285714285714286,0.4285714285714286,0.0,0.0,0.33333333333333337,0.06666666666666665,0.375,0.125
1289,2011-12-17,Wolves,Stoke,1,2,A,0,2.88,3.25,2.5,2.9,3.25,2.4,2.8,3.2,2.5,2.75,3.25,2.5,2.7,3.3,2.35,2.75,3.3,2.5,,,,2.75,3.25,2.5,2.88,3.3,2.5,3.0,3.3,2.5,2.8,3.3,2.5,1289,2011,16,16,1,8.0,8.0,0,1,0,L,W,0.0,L,W,L,W,W,W,W,W,W,L,0.25,0.375,0.125,0.1875,0.2857142857142857,0.16666666666666666,0.42857142857142855,0.4166666666666667,0.14285714285714285,0.08333333333333333,0.0,0.08333333333333333,0.4,0.2,0.375,0.125,0.25,0.125,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.625,0.4375,0.5,0.625
1290,2011-12-17,Newcastle,Swansea,0,0,D,0,4.5,3.6,1.8,4.5,3.4,1.83,5.0,3.5,1.7,4.5,3.5,1.75,4.3,3.4,1.75,4.5,3.5,1.8,,,,4.6,3.5,1.75,4.75,3.6,1.75,5.0,3.6,1.83,4.5,3.5,1.8,1290,2011,16,16,1,8.0,8.0,0,0,1,D,D,0.5,L,L,D,W,L,D,L,W,L,D,0.4375,0.25,0.3125,0.3125,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.25,0.6,0.0,0.5,0.25,0.0,0.25,0.4285714285714286,0.4285714285714286,0.2857142857142858,0.2857142857142858,0.25,0.4375,0.25,0.75
1291,2011-12-17,Wigan,Chelsea,1,1,D,0,1.36,4.75,9.0,1.4,4.33,8.5,1.35,4.75,8.25,1.35,4.5,9.0,1.4,4.1,7.0,1.4,4.5,8.0,,,,1.35,4.5,9.0,1.4,4.5,8.0,1.36,5.0,9.5,1.4,4.75,7.5,1291,2011,16,16,1,8.0,8.0,0,0,1,D,D,0.5,W,L,W,W,W,W,L,D,W,W,0.1875,0.625,0.1875,0.0625,0.2857142857142857,0.16666666666666666,0.5714285714285714,0.6666666666666666,0.14285714285714285,0.08333333333333333,0.0,0.0,0.0,0.6,0.125,0.25,0.5,0.125,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.625,0.3125,0.625,0.375
1292,2011-12-17,Everton,Norwich,1,1,D,1,6.0,3.75,1.62,5.25,3.6,1.67,5.75,3.4,1.65,5.75,3.6,1.6,4.6,3.5,1.65,5.5,3.75,1.62,,,,5.75,3.6,1.615,5.75,3.9,1.6,6.0,4.0,1.62,5.0,4.0,1.62,1292,2011,15,16,1,8.0,8.0,0,0,1,D,D,0.5,L,L,W,W,L,W,L,W,L,L,0.3333333333333333,0.3125,0.06666666666666667,0.25,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.4166666666666667,0.0,0.08333333333333333,0.2857142857142857,0.16666666666666666,0.4,0.2,0.25,0.125,0.125,0.25,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.4285714285714286,0.6000000000000001,0.4375,0.625,0.625
1293,2011-12-17,Blackburn,West Brom,1,2,A,0,3.0,3.3,2.38,3.0,3.25,2.38,3.1,3.4,2.3,3.0,3.25,2.3,3.1,3.3,2.1,3.1,3.3,2.25,,,,2.9,3.3,2.35,3.2,3.4,2.25,3.0,3.5,2.4,3.0,3.5,2.25,1293,2011,16,16,1,8.0,8.0,0,1,0,L,W,0.0,L,W,L,L,D,L,W,L,D,L,0.125,0.25,0.25,0.1875,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.3333333333333333,0.14285714285714285,0.25,0.4,0.2,0.25,0.0,0.25,0.25,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.625,0.5625,0.75,0.5
1294,2011-12-17,Fulham,Bolton,2,0,H,0,6.0,3.75,1.62,6.0,3.6,1.62,6.25,3.5,1.6,5.5,3.6,1.62,4.4,3.5,1.7,5.5,3.5,1.67,,,,5.75,3.6,1.615,5.5,3.6,1.67,6.0,3.8,1.62,5.0,3.8,1.65,1294,2011,16,16,1,8.0,8.0,1,0,0,W,L,1.0,L,W,D,L,L,L,W,L,L,L,0.1875,0.1875,0.375,0.0,0.2857142857142857,0.25,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.4166666666666667,0.0,0.0,0.4,0.2,0.25,0.375,0.25,0.0,0.4285714285714286,0.4285714285714286,0.8571428571428572,0.8571428571428572,0.4375,0.8125,0.375,0.75
1295,2011-12-18,Aston Villa,Liverpool,0,2,A,2,1.91,3.4,4.2,1.91,3.4,4.0,1.95,3.4,4.1,1.95,3.4,3.75,2.0,3.2,3.4,1.95,3.3,4.0,,,,1.95,3.4,3.75,1.95,3.3,4.2,1.91,3.5,4.5,1.91,3.4,4.0,1295,2011,16,16,1,8.0,8.0,0,1,0,L,W,0.0,W,L,D,W,L,D,L,W,L,W,0.25,0.4375,0.4375,0.3125,0.2857142857142857,0.25,0.42857142857142855,0.4166666666666667,0.2857142857142857,0.4166666666666667,0.42857142857142855,0.3333333333333333,0.4,0.6,0.375,0.25,0.5,0.0,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.1428571428571429,0.3125,0.25,0.375,0.5
1296,2011-12-18,Man City,Arsenal,1,0,H,0,4.5,3.75,1.73,5.0,3.75,1.67,5.5,3.6,1.7,5.0,3.6,1.67,4.6,3.5,1.65,5.0,3.75,1.67,,,,5.2,3.6,1.666,5.5,3.6,1.67,5.4,3.8,1.7,4.8,3.8,1.7,1296,2011,16,16,1,8.0,8.0,1,0,0,W,L,1.0,L,W,D,W,W,D,W,W,W,W,0.75,0.5625,0.125,0.125,0.7142857142857143,0.75,0.8571428571428571,0.75,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.08333333333333333,1.0,0.6,0.875,0.0,0.375,0.125,0.1428571428571428,0.1428571428571428,0.0,0.0,0.125,0.3125,0.125,0.5
1297,2011-12-18,QPR,Man United,0,2,A,1,1.44,4.33,7.5,1.5,4.0,7.0,1.48,4.25,7.25,1.44,4.0,7.5,1.5,3.8,5.7,1.5,4.0,7.0,,,,1.444,4.2,7.0,1.44,4.2,8.0,1.5,4.5,7.5,1.5,4.0,7.0,1297,2011,16,16,1,8.0,8.0,0,1,0,L,W,0.0,L,D,L,W,W,D,D,L,W,W,0.25,0.6875,0.25,0.1875,0.2857142857142857,0.25,0.7142857142857143,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.25,0.2,0.6,0.125,0.5,0.625,0.25,0.5714285714285714,0.5714285714285714,0.1428571428571428,0.1428571428571428,0.5,0.125,0.375,0.125
1298,2011-12-18,Tottenham,Sunderland,1,0,H,0,9.0,4.75,1.36,9.0,4.2,1.4,9.0,4.5,1.35,9.0,4.5,1.35,7.3,4.5,1.35,8.0,4.5,1.4,,,,8.5,4.7,1.35,9.0,4.75,1.36,9.0,5.0,1.36,7.5,4.75,1.4,1298,2011,15,16,1,7.0,8.0,1,0,0,W,L,1.0,L,W,W,W,L,L,W,W,L,L,0.6666666666666666,0.1875,0.06666666666666667,0.3125,0.8571428571428571,0.8333333333333334,0.2857142857142857,0.25,0.0,0.08333333333333333,0.2857142857142857,0.25,1.0,0.2,0.7142857142857143,0.0,0.125,0.25,0.1428571428571429,0.1428571428571429,0.4285714285714286,0.4285714285714286,0.2666666666666667,0.5,0.2857142857142857,0.625
1299,2011-12-20,Blackburn,Bolton,1,2,A,2,3.5,3.4,2.1,3.5,3.25,2.15,3.7,3.3,2.1,3.4,3.25,2.1,3.3,3.3,2.0,3.5,3.3,2.1,,,,3.3,3.4,2.1,3.5,3.4,2.1,3.6,3.4,2.15,3.3,3.6,2.1,1299,2011,17,17,1,9.0,9.0,0,1,0,L,W,0.0,L,L,W,L,L,L,L,W,L,L,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.0,0.14285714285714285,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.25,0.0,0.0,0.2,0.2,0.2222222222222222,0.0,0.2222222222222222,0.0,0.5714285714285714,0.5714285714285714,0.8571428571428572,0.8571428571428572,0.6470588235294118,0.8235294117647058,0.7777777777777778,0.7777777777777778
1300,2011-12-20,Wolves,Norwich,2,2,D,1,3.75,3.5,2.0,3.4,3.4,2.1,3.6,3.4,2.0,3.6,3.3,2.0,3.1,3.3,2.1,3.4,3.4,2.1,,,,3.45,3.4,2.05,3.5,3.4,2.1,3.8,3.5,2.05,3.4,3.4,2.1,1300,2011,17,17,1,9.0,9.0,0,0,1,D,D,0.5,L,L,W,D,W,L,L,W,D,L,0.23529411764705882,0.29411764705882354,0.11764705882352941,0.29411764705882354,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.4166666666666667,0.0,0.08333333333333333,0.2857142857142857,0.25,0.4,0.0,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.7142857142857143,0.7142857142857143,0.4285714285714286,0.4285714285714286,0.6470588235294118,0.4117647058823529,0.5555555555555556,0.5555555555555556
1301,2011-12-21,Wigan,Liverpool,0,0,D,0,1.5,4.0,7.0,1.53,3.8,6.5,1.53,4.1,6.5,1.5,3.75,7.0,1.57,3.6,5.4,1.5,3.75,7.0,,,,1.5,3.8,7.0,1.53,3.9,6.5,1.53,4.0,7.5,1.5,4.0,7.0,1301,2011,17,17,1,9.0,9.0,0,0,1,D,D,0.5,D,W,L,W,W,L,D,L,W,L,0.17647058823529413,0.47058823529411764,0.23529411764705882,0.29411764705882354,0.2857142857142857,0.16666666666666666,0.5714285714285714,0.5,0.2857142857142857,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.0,0.8,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.0,0.4285714285714286,0.4285714285714286,0.1428571428571429,0.1428571428571429,0.5882352941176471,0.23529411764705888,0.5555555555555556,0.4444444444444444
